Original Order,'ICD-9-CM CODE','SURGERY FLAG','ICD-9-CM CODE DESCRIPTION',System,Reop/Revision,REVIS,POSTOP,,HCUP SURGERY FLAGS 1=BROAD 2=NARROW
1072,'4021','2',EXCIS DEEP CERVICAL NODE,Vascular,0,,,,
1073,'4022','2',EXCISE INT MAMMARY NODE,Breast,0,,,,
1074,'4023','2',EXCISE AXILLARY NODE,Breast,0,,,,
1075,'4024','2',EXCISE INGUINAL NODE,Vascular,0,,,,
1076,'4029','2',SIMP EXC LYMPH STRUC NEC,Vascular,0,,,,
1077,'403 ','2',REGIONAL LYMPH NODE EXC,Vascular,0,,,,
1078,'4040','2',RAD NECK DISSECTION NOS,ENT,0,,,,
1079,'4041','2',UNILAT RAD NECK DISSECT,ENT,0,,,,
1080,'4042','2',BILAT RAD NECK DISSECT,ENT,0,,,,
1081,'4050','2',RAD NODE DISSECTION NOS,ENT,0,,,,
1082,'4051','2',RAD DISSEC AXILLARY NODE,ENT,0,,,,
1083,'4052','2',RAD DISSEC PERIAORT NODE,ENT,0,,,,
1084,'4053','2',RAD DISSECT ILIAC NODES,ENT,0,,,,
1085,'4054','2',RADICAL GROIN DISSECTION,ENT,0,,,,
1086,'4059','2',RAD NODE DISSECTION NEC,ENT,0,,,,
1087,'4061','2',THORAC DUCT CANNULATION,Vascular,0,,,,
1088,'4062','2',THORACIC DUCT FISTULIZAT,Vascular,0,,,,
1089,'4063','2',CLOSE THORACIC DUCT FIST,Vascular,0,,,,
1090,'4064','2',LIGATE THORACIC DUCT,Vascular,0,,,,
1091,'4069','2',THORACIC DUCT OP NEC,Vascular,0,,,,
1092,'409 ','2',LYMPH STRUCTURE OP NEC,Vascular,0,,,,
1093,'4100','2',BONE MARROW TRNSPLNT NOS (Begin 1988),Musculoskeletal,0,,,,
1094,'4101','2',AUT BONE MARROW TRNSPLNT (Begin 1988),Musculoskeletal,0,,,,
1095,'4102','2',ALO BONE MARROW TRNSPLNT (Begin 1988),Musculoskeletal,0,,,,
1096,'4103','2',ALLOGRFT BONE MARROW NOS (Begin 1988),Musculoskeletal,0,,,,
1097,'4104','2',AUTOL HEMATOPO STEM CELL TRA (Begin 1994),Musculoskeletal,0,,,,
1098,'4105','2',ALLOGEN HEMATO STEM CELL TRA (Begin 1997),Musculoskeletal,0,,,,
1099,'4106','2',CORD BLOOD STEM CELL TRANS (Begin 1997),Musculoskeletal,0,,,,
1100,'4107','2',AUTOL HEMAT STEM CELL TRANS (Begin 2000),Musculoskeletal,0,,,,
1101,'4108','2',ALLOGEN HEMAT STEM CELL TRAN (Begin 2000),Musculoskeletal,0,,,,
1102,'4109','2',AUTOL BONE MARROW TRANS W/PU (Begin 2000),Musculoskeletal,0,,,,
1103,'411 ','1',PUNCTURE OF SPLEEN,Gastrointestinal,0,,,,
1104,'412 ','2',SPLENOTOMY,Gastrointestinal,0,,,,
1105,'4133','1',OPEN SPLEEN BIOPSY,Gastrointestinal,0,,,,
1106,'4141','2',SPLENIC CYST MARSUPIAL,Gastrointestinal,0,,,,
1107,'4142','2',EXC SPLENIC LESION/TISS,Gastrointestinal,0,,,,
1108,'4143','2',PARTIAL SPLENECTOMY,Gastrointestinal,0,,,,
1109,'415 ','2',TOTAL SPLENECTOMY,Gastrointestinal,0,,,,
1110,'4191','1',ASPIRATION OF BONE MARROW FROM DONOR FOR TRANSPLANT,Gastrointestinal,0,,,,
1111,'4193','2',EXC OF ACCESSORY SPLEEN,Gastrointestinal,0,,,,
1112,'4194','2',SPLEEN TRANSPLANTATION,Gastrointestinal,0,,,,
1113,'4195','2',REPAIR OF SPLEEN,Gastrointestinal,0,,,,
1114,'4199','2',SPLEEN OPERATION NEC,Gastrointestinal,0,,,,
1115,'4201','2',ESOPHAGEAL WEB INCISION,Gastrointestinal,0,,,,
1116,'4209','2',ESOPHAGEAL INCISION NEC,Gastrointestinal,0,,,,
1117,'4210','2',ESOPHAGOSTOMY NOS,Gastrointestinal,0,,,,
1118,'4211','2',CERVICAL ESOPHAGOSTOMY,Gastrointestinal,0,,,,
1119,'4212','2',ESOPH POUCH EXTERIORIZAT,Gastrointestinal,0,,,,
1120,'4219','2',EXT FISTULIZAT ESOPH NEC,Gastrointestinal,0,,,,
1121,'4221','1',ESOPHAGOSCOPY BY INCIS,Gastrointestinal,0,,,,
1122,'4225','1',OPEN BIOPSY OF ESOPHAGUS (Begin 1988),Gastrointestinal,0,,,,
1123,'4231','2',LOC EXCIS ESOPH DIVERTIC,Gastrointestinal,0,,,,
1124,'4232','2',LOCAL EXCIS ESOPHAG NEC,Gastrointestinal,0,,,,
1125,'4233','1',ENDOSC DESTRUC ESOPH LES (Begin 1989),Gastrointestinal,0,,,,
1126,'4239','2',DESTRUCT ESOPHAG LES NEC,Gastrointestinal,0,,,,
1127,'4240','2',ESOPHAGECTOMY NOS,Gastrointestinal,0,,,,
1128,'4241','2',PARTIAL ESOPHAGECTOMY,Gastrointestinal,0,,,,
1129,'4242','2',TOTAL ESOPHAGECTOMY,Gastrointestinal,0,,,,
1130,'4251','2',THORAC ESOPHAGOESOPHAGOS,Gastrointestinal,0,,,,
1131,'4252','2',THORAC ESOPHAGOGASTROST,Gastrointestinal,0,,,,
1132,'4253','2',THORAC SM BOWEL INTERPOS,Gastrointestinal,0,,,,
1133,'4254','2',THORAC ESOPHAGOENTER NEC,Gastrointestinal,0,,,,
1134,'4255','2',THORAC LG BOWEL INTERPOS,Gastrointestinal,0,,,,
1135,'4256','2',THORAC ESOPHAGOCOLOS NEC,Gastrointestinal,0,,,,
1136,'4258','2',THORAC INTERPOSITION NEC,Gastrointestinal,0,,,,
1137,'4259','2',THORAC ESOPHAG ANAST NEC,Gastrointestinal,0,,,,
1138,'4261','2',STERN ESOPHAGOESOPHAGOST,Gastrointestinal,0,,,,
1139,'4262','2',STERN ESOPHAGOGASTROSTOM,Gastrointestinal,0,,,,
1140,'4263','2',STERN SM BOWEL INTERPOS,Gastrointestinal,0,,,,
1141,'4264','2',STERN ESOPHAGOENTER NEC,Gastrointestinal,0,,,,
1142,'4265','2',STERN LG BOWEL INTERPOS,Gastrointestinal,0,,,,
1143,'4266','2',STERN ESOPHAGOCOLOS NEC,Gastrointestinal,0,,,,
1144,'4268','2',STERN INTERPOSITION NEC,Gastrointestinal,0,,,,
1145,'4269','2',STERN ESOPHAG ANAST NEC,Gastrointestinal,0,,,,
1146,'427 ','2',ESOPHAGOMYOTOMY,Gastrointestinal,0,,,,
1147,'4281','1',INSERT PERM TUBE ESOPHAG,Gastrointestinal,0,,,,
1148,'4282','2',SUTURE ESOPHAGEAL LACER,Gastrointestinal,0,,,,
1149,'4283','2',ESOPHAGOSTOMY CLOSURE,Gastrointestinal,0,,,,
1150,'4284','2',ESOPH FISTULA REPAIR NEC,Gastrointestinal,0,,,,
1151,'4285','2',ESOPHAG STRICTURE REPAIR,Gastrointestinal,0,,,,
1152,'4286','2',PROD SUBQ TUNNEL NO ANAS,Gastrointestinal,0,,,,
1153,'4287','2',ESOPHAGEAL GRAFT NEC,Gastrointestinal,0,,,,
1154,'4289','2',ESOPHAGEAL REPAIR NEC,Gastrointestinal,0,,,,
1155,'4291','2',(INJECT) LIG ESOPH VARIX (Begin 1980),Gastrointestinal,0,,,,
1156,'4292','1',ESOPHAGEAL DILATION,Gastrointestinal,0,,,,
1157,'430 ','2',GASTROTOMY,Gastrointestinal,0,,,,
1158,'4311','1',PERCU ENDOSC GASTROSTOMY (Begin 1989),Gastrointestinal,0,,,,
1159,'4319','2',OTHER GASTROSTOMY (Begin 1989),Gastrointestinal,0,,,,
1160,'433 ','2',PYLOROMYOTOMY,Gastrointestinal,0,,,,
1161,'4341','1',GASTRIC POLYPECTOMYS (Begin 1989),Gastrointestinal,0,,,,
1162,'4342','2',LOCAL GASTR EXCISION NEC,Gastrointestinal,0,,,,
1163,'4349','2',LOCAL GASTR DESTRUCT NEC,Gastrointestinal,0,,,,
1164,'435 ','2',PROXIMAL GASTRECTOMY,Gastrointestinal,0,,,,
1165,'436 ','2',DISTAL GASTRECTOMY,Gastrointestinal,0,,,,
1166,'437 ','2',PART GASTREC W JEJ ANAST,Gastrointestinal,0,,,,
1167,'4381','2',PART GAST W JEJ TRANSPOS,Gastrointestinal,0,,,,
1168,'4382','2',LAP VERTICAL GASTRECTOMY (Begin 2011),Gastrointestinal,0,,,,
1169,'4389','2',PARTIAL GASTRECTOMY NEC,Gastrointestinal,0,,,,
1170,'4391','2',TOT GAST W INTES INTERPO,Gastrointestinal,0,,,,
1171,'4399','2',TOTAL GASTRECTOMY NEC,Gastrointestinal,0,,,,
1172,'4400','2',VAGOTOMY NOS,Gastrointestinal,0,,,,
1173,'4401','2',TRUNCAL VAGOTOMY,Gastrointestinal,0,,,,
1174,'4402','2',HIGHLY SELECT VAGOTOMY,Gastrointestinal,0,,,,
1175,'4403','2',SELECTIVE VAGOTOMY NEC,Gastrointestinal,0,,,,
1176,'4411','1',TRANSABDOMIN GASTROSCOPY,Gastrointestinal,0,,,,
1177,'4415','1',OPEN GASTRIC BIOPSY,Gastrointestinal,0,,,,
1178,'4421','2',DILATE PYLORUS INCISION (Begin 1986),Gastrointestinal,0,,,,
1179,'4422','1',ENDOSCOP DILATE PYLORUS (Begin 1986),Gastrointestinal,0,,,,
1180,'4429','2',OTHER PYLOROPLASTY (Begin 1986),Gastrointestinal,0,,,,
1181,'4431','2',HIGH GASTRIC BYPASS,Gastrointestinal,0,,,,
1182,'4432','2',PERCUTANEOUS GASTROJEJUNOSTO (Begin 2001),Gastrointestinal,0,,,,
1183,'4438','2',LAP GASTROENTEROSTOMY (Begin 2004),Gastrointestinal,0,,,,
1184,'4439','2',GASTROENTEROSTOMY NEC,Gastrointestinal,0,,,,
1185,'4440','2',SUTURE PEPTIC ULCER NOS,Gastrointestinal,0,,,,
1186,'4441','2',SUT GASTRIC ULCER SITE,Gastrointestinal,0,,,,
1187,'4442','2',SUTURE DUODEN ULCER SITE,Gastrointestinal,0,,,,
1188,'4443','1',ENDOSC CONTROL GAST HEM (Begin 1989),Gastrointestinal,0,,,,
1189,'4444','1',TRANSCATHETER EMBOLIZATION FOR GASTRIC OR DUODENAL BLEEDING,Gastrointestinal,0,,,,
1190,'4449','1',OTHER CONTROL OF HEMORRHAGE OF STOMACH OR DUODENUM,Gastrointestinal,0,,,,
1191,'445 ','2',REVISION GASTRIC ANASTOM,Gastrointestinal,1,1,,,
1192,'4461','2',SUTURE GASTRIC LACERAT,Gastrointestinal,0,,,,
1193,'4462','1',GASTROSTOMY CLOSURE,Gastrointestinal,0,,,,
1194,'4463','2',CLOSE GASTRIC FISTUL NEC,Gastrointestinal,0,,,,
1195,'4464','2',GASTROPEXY,Gastrointestinal,0,,,,
1196,'4465','2',ESOPHAGOGASTROPLASTY,Gastrointestinal,0,,,,
1197,'4466','2',CREAT ESOPHAGASTR SPHINC,Gastrointestinal,0,,,,
1198,'4467','2',LAP CREAT ESOPH SPHINCT (Begin 2004),Gastrointestinal,0,,,,
1199,'4468','2',LAPAROSCOP GASTROPLASTY (Begin 2004),Gastrointestinal,0,,,,
1200,'4469','2',GASTRIC REPAIR NEC,Gastrointestinal,0,,,,
1201,'4491','2',LIGATE GASTRIC VARICES,Gastrointestinal,0,,,,
1202,'4492','2',INTRAOP GASTRIC MANIPUL,Gastrointestinal,0,,,,
1203,'4495','2',LAP GASTRIC RESTRIC PROC (Begin 2004),Gastrointestinal,0,,,,
1204,'4496','2',LAP REV GAST RESTRI PROC (Begin 2004),Gastrointestinal,1,1,,,
1205,'4497','2',LAP REM GAST RESTRIC DEV (Begin 2004),Gastrointestinal,0,,,,
1206,'4498','2',ADJUST GAST RESTRICT DEV (Begin 2004),Gastrointestinal,0,,,,
1207,'4499','2',GASTRIC OPERATION NEC,Gastrointestinal,0,,,,
1208,'4500','2',INTESTINAL INCISION NOS,Gastrointestinal,0,,,,
1209,'4501','2',DUODENAL INCISION,Gastrointestinal,0,,,,
1210,'4502','2',SMALL BOWEL INCISION NEC,Gastrointestinal,0,,,,
1211,'4503','2',LARGE BOWEL INCISION,Gastrointestinal,0,,,,
1212,'4511','1',TRANSAB SM BOWEL ENDOSC,Gastrointestinal,0,,,,
1213,'4515','1',OPEN SMALL BOWEL BIOPSY,Gastrointestinal,0,,,,
1214,'4521','1',TRANSAB LG BOWEL ENDOSC,Gastrointestinal,0,,,,
1215,'4526','1',OPEN LARGE BOWEL BIOPSY,Gastrointestinal,0,,,,
1216,'4530','1',ENDOSC DESTRU DUODEN LES (Begin 1989),Gastrointestinal,0,,,,
1217,'4531','2',(LOC) EXCISE DUODENUM LES (Begin 1980),Gastrointestinal,0,,,,
1218,'4532','2',DESTRUCT DUODEN LES NEC,Gastrointestinal,0,,,,
1219,'4533','2',LOCAL EXCIS SM BOWEL NEC,Gastrointestinal,0,,,,
1220,'4534','2',DESTR SM BOWEL LES NEC,Gastrointestinal,0,,,,
1221,'4541','2',EXCIS LG INTESTINE LES,Gastrointestinal,0,,,,
1222,'4542','1',ENDO POLPECTOMY LRGE INT (Begin 1988),Gastrointestinal,0,,,,
1223,'4543','1',ENDOSC DESTRU LG INT LES (Begin 1989),Gastrointestinal,0,,,,
1224,'4549','2',DESTRUC LG BOWEL LES NEC,Gastrointestinal,0,,,,
1225,'4550','2',INTEST SEG ISOLAT NOS,Gastrointestinal,0,,,,
1226,'4551','2',SM BOWEL SEGMENT ISOLAT,Gastrointestinal,0,,,,
1227,'4552','2',LG BOWEL SEGMENT ISOLAT,Gastrointestinal,0,,,,
1228,'4561','2',MULT SEG SM BOWEL EXCIS,Gastrointestinal,0,,,,
1229,'4562','2',PART SM BOWEL RESECT NEC,Gastrointestinal,0,,,,
1230,'4563','2',TOTAL REMOVAL SM BOWEL,Gastrointestinal,0,,,,
1231,'4571','2',MULT SEG LG BOWEL EXCIS,Gastrointestinal,0,,,,
1232,'4572','2',CECECTOMY,Gastrointestinal,0,,,,
1233,'4573','2',RIGHT HEMICOLECTOMY,Gastrointestinal,0,,,,
1234,'4574','2',TRANSVERSE COLON RESECT,Gastrointestinal,0,,,,
1235,'4575','2',LEFT HEMICOLECTOMY (Begin 1988),Gastrointestinal,0,,,,
1236,'4576','2',SIGMOIDECTOMY,Gastrointestinal,0,,,,
1237,'4579','2',PART LG BOWEL EXCIS NEC,Gastrointestinal,0,,,,
1238,'458 ','2',TOT INTRAABD COLECTOMY (end 2008),Gastrointestinal,0,,,,
1239,'4581','2',LAP TOT INTR-AB COLECTMY (begin 2008),Gastrointestinal,0,,,,
1240,'4582','2',OP TOT INTR-ABD COLECTMY (begin 2008),Gastrointestinal,0,,,,
1241,'4583','2',TOT ABD COLECTMY NEC/NOS (begin 2008),Gastrointestinal,0,,,,
1242,'4590','2',INTESTINAL ANASTOM NOS,Gastrointestinal,0,,,,
1243,'4591','2',SMTOSM BOWEL ANASTOM,Gastrointestinal,0,,,,
1244,'4592','2',SM BOWELRECT STUMP ANAS,Gastrointestinal,0,,,,
1245,'4593','2',SMALLTOLARGE BOWEL NEC,Gastrointestinal,0,,,,
1246,'4594','2',LGTOLG BOWEL ANASTOM,Gastrointestinal,0,,,,
1247,'4595','2',ANAL ANASTOMOSIS (Begin 1987),Gastrointestinal,0,,,,
1248,'4601','2',SM BOWEL EXTERIORIZATION,Gastrointestinal,0,,,,
1249,'4602','2',RESECT EXT SEG SM BOWEL,Gastrointestinal,0,,,,
1250,'4603','2',LG BOWEL EXTERIORIZATION,Gastrointestinal,0,,,,
1251,'4604','2',RESECT EXT SEG LG BOWEL,Gastrointestinal,0,,,,
1252,'4610','2',COLOSTOMY NOS,Gastrointestinal,0,,,,
1253,'4611','2',TEMPORARY COLOSTOMY,Gastrointestinal,0,,,,
1254,'4613','2',PERMANENT COLOSTOMY NEC (Begin 1992),Gastrointestinal,0,,,,
1255,'4614','1',DELAY OPENING COLOSTOMY,Gastrointestinal,0,,,,
1256,'4620','2',ILEOSTOMY NOS,Gastrointestinal,0,,,,
1257,'4621','2',TEMPORARY ILEOSTOMY,Gastrointestinal,0,,,,
1258,'4622','2',CONTINENT ILEOSTOMY,Gastrointestinal,0,,,,
1259,'4623','2',PERMANENT ILEOSTOMY NEC,Gastrointestinal,0,,,,
1260,'4624','1',DELAY OPENING ILEOSTOMY,Gastrointestinal,0,,,,
1261,'4631','1',DELAY OPENING ENTEROSTOM,Gastrointestinal,0,,,,
1262,'4632','1',PERCU ENDOSC JEJUNOSTOMY (Begin 1989),Gastrointestinal,0,,,,
1263,'4639','1',ENTEROSTOMY NEC,Gastrointestinal,0,,,,
1264,'4640','2',INTEST STOMA REVIS NOS,Gastrointestinal,1,1,,,
1265,'4641','2',SM BOWEL STOMA REVISION,Gastrointestinal,1,1,,,
1266,'4642','2',PERICOLOST HERNIA REPAIR,Gastrointestinal,0,,,,
1267,'4643','2',LG BOWEL STOMA REVIS NEC,Gastrointestinal,1,1,,,
1268,'4650','2',INTEST STOMA CLOSURE NOS,Gastrointestinal,0,,,,
1269,'4651','2',SM BOWEL STOMA CLOSURE,Gastrointestinal,0,,,,
1270,'4652','2',LG BOWEL STOMA CLOSURE,Gastrointestinal,0,,,,
1271,'4660','2',INTESTINAL FIXATION NOS,Gastrointestinal,0,,,,
1272,'4661','2',SM BOWELABD WALL FIXAT,Gastrointestinal,0,,,,
1273,'4662','2',SMALL BOWEL FIXATION NEC,Gastrointestinal,0,,,,
1274,'4663','2',LG BOWELABD WALL FIXAT,Gastrointestinal,0,,,,
1275,'4664','2',LARGE BOWEL FIXATION NEC,Gastrointestinal,0,,,,
1276,'4671','2',DUODENAL LACERAT SUTURE,Gastrointestinal,0,,,,
1277,'4672','2',DUODENAL FISTULA CLOSURE,Gastrointestinal,0,,,,
1278,'4673','2',SMALL BOWEL SUTURE NEC,Gastrointestinal,0,,,,
1279,'4674','2',CLOSE SM BOWEL FIST NEC,Gastrointestinal,0,,,,
1280,'4675','2',SUTURE LG BOWEL LACERAT,Gastrointestinal,0,,,,
1281,'4676','2',CLOSE LG BOWEL FISTULA,Gastrointestinal,0,,,,
1282,'4679','2',REPAIR OF INTESTINE NEC,Gastrointestinal,0,,,,
1283,'4680','2',INTRAAB BOWEL MANIP NOS,Gastrointestinal,0,,,,
1284,'4681','2',INTRAABD SM BOWEL MANIP,Gastrointestinal,0,,,,
1285,'4682','2',INTRAABD LG BOWEL MANIP,Gastrointestinal,0,,,,
1286,'4685','1',DILATION OF INTESTINE (Begin 1989),Gastrointestinal,0,,,,
1287,'4686','1',Endo insrt colonic stent (begin 2009),Gastrointestinal,0,,,,
1288,'4687','1',Insert colonic stent NEC (begin 2009),Gastrointestinal,0,,,,
1289,'4691','2',MYOTOMY OF SIGMOID COLON,Gastrointestinal,0,,,,
1290,'4692','2',MYOTOMY OF COLON NEC,Gastrointestinal,0,,,,
1291,'4693','2',REVISE SM BOWEL ANASTOM,Gastrointestinal,1,1,,,
1292,'4694','2',REVISE LG BOWEL ANASTOM,Gastrointestinal,1,1,,,
1293,'4697','2',TRANSPLANT OF INTESTINE (Begin 2000),Gastrointestinal,0,,,,
1294,'4699','2',INTESTINAL OP NEC,Gastrointestinal,0,,,,
1295,'4701','2',LAPAROSCOP APPENDECT (Begin 1996),Gastrointestinal,0,,,,
1296,'4709','2',OTHER APPENDECT (Begin 1996),Gastrointestinal,0,,,,
1297,'4711','2',LAPAROSCOP INCID APPEND (Begin 1996),Gastrointestinal,0,,,,
1298,'4719','2',OTH INCID APPEND (Begin 1996),Gastrointestinal,0,,,,
1299,'472 ','2',DRAIN APPENDICEAL ABSC,Gastrointestinal,0,,,,
1300,'4791','2',APPENDICOSTOMY,Gastrointestinal,0,,,,
1301,'4792','2',CLOSE APPENDICEAL FISTUL,Gastrointestinal,0,,,,
1302,'4799','2',APPENDICEAL OPS NEC,Gastrointestinal,0,,,,
1303,'480 ','2',PROTOMY,Gastrointestinal,0,,,,
1304,'481 ','2',PROSTOMY,Gastrointestinal,0,,,,
1305,'4821','1',TRANSAB PROSIGMOIDOSC,Gastrointestinal,0,,,,
1306,'4825','1',OPEN RECTAL BX,Gastrointestinal,0,,,,
1307,'4831','1',RADICAL ELECTROCOAGULATION OF RECTAL LESION OR TISSUE,Gastrointestinal,0,,,,
1308,'4832','1',OTHER ELECTROCOAGULATION OF RECTAL LESION OR TISSUE,Gastrointestinal,0,,,,
1309,'4833','1',DESTRUCTION OF RECTAL LESION OR TISSUE BY LASER,Gastrointestinal,0,,,,
1310,'4834','1',DESTRUCTION OF RECTAL LESION OR TISSUE BY CRYOSURGERY,Gastrointestinal,0,,,,
1311,'4835','2',LOCAL EXCIS RECTAL LES,Gastrointestinal,0,,,,
1312,'4836','1',ENDOSCOP POLYPECT RECTUM (Begin 1995),Gastrointestinal,0,,,,
1313,'4840','2',PULL-THRU RES RECTUM NOS (begin 2008),Gastrointestinal,0,,,,
1314,'4841','2',SOAVE SUBMUC RECT RESECT,Gastrointestinal,0,,,,
1315,'4842','2',LAP PULL-THRU RES RECTUM (begin 2008),Gastrointestinal,0,,,,
1316,'4843','2',OPN PULL-THRU RES RECTUM (begin 2008),Gastrointestinal,0,,,,
1317,'4849','2',PULLTHRU RECT RESEC NEC,Gastrointestinal,0,,,,
1318,'485 ','2',ABDPERINEAL RECT RESECT (end 2008),Gastrointestinal,0,,,,
1319,'4850','2',ABDPERNEAL RES RECTM NOS (begin 2008),Gastrointestinal,0,,,,
1320,'4851','2',LAP ABDPERNEAL RESC REC (begin 2008),Gastrointestinal,0,,,,
1321,'4852','2',OPN ABDPERNEAL RESC REC (begin 2008),Gastrointestinal,0,,,,
1322,'4859','2',ABDPERNEAL RESC RECT NEC (begin 2008),Gastrointestinal,0,,,,
1323,'4861','2',TRANSSAC RECTOSIGMOIDECT,Gastrointestinal,0,,,,
1324,'4862','2',ANT RECT RESECT W COLOST,Gastrointestinal,0,,,,
1325,'4863','2',ANTERIOR RECT RESECT NEC,Gastrointestinal,0,,,,
1326,'4864','2',POSTERIOR RECT RESECTION,Gastrointestinal,0,,,,
1327,'4865','2',DUHAMEL RECTAL RESECTION,Gastrointestinal,0,,,,
1328,'4869','2',RECTAL RESECTION NEC,Gastrointestinal,0,,,,
1329,'4871','2',SUTURE OF RECTAL LACER,Gastrointestinal,0,,,,
1330,'4872','2',CLOSURE OF PROSTOMY,Gastrointestinal,0,,,,
1331,'4873','2',CLOSE RECTAL FIST NEC,Gastrointestinal,0,,,,
1332,'4874','2',RECTORECTOSTOMY,Gastrointestinal,0,,,,
1333,'4875','2',ABDOMINAL PROPEXY,Gastrointestinal,0,,,,
1334,'4876','2',PROPEXY NEC,Gastrointestinal,0,,,,
1335,'4879','2',REPAIR OF RECTUM NEC,Gastrointestinal,0,,,,
1336,'4881','2',PERIRECTAL INCISION,Gastrointestinal,0,,,,
1337,'4882','2',PERIRECTAL EXCISION,Gastrointestinal,0,,,,
1338,'4891','2',INCIS RECTAL STRICTURE,Gastrointestinal,0,,,,
1339,'4892','2',ANORECTAL MYOMECTOMY,Gastrointestinal,0,,,,
1340,'4893','2',REPAIR PERIRECT FISTULA,Gastrointestinal,0,,,,
1341,'4899','2',RECTAL PERIRECT OP NEC,Gastrointestinal,0,,,,
1342,'4901','2',INCIS PERIANAL ABSCESS,Gastrointestinal,0,,,,
1343,'4902','2',PERIANAL INCISION NEC,Gastrointestinal,0,,,,
1344,'4904','2',PERIANAL EXCISION NEC,Gastrointestinal,0,,,,
1345,'4911','2',ANAL FISTULOTOMY,Gastrointestinal,0,,,,
1346,'4912','2',ANAL FISTULECTOMY,Gastrointestinal,0,,,,
1347,'4931','1',ENDOSCOPIC EXCISION OR DESTRUCTION OF LESION OR TISSUE OF ANUS,Gastrointestinal,0,,,,
1348,'4939','2',OTHER DESTRUC ANUS LES (Begin 1989),Gastrointestinal,0,,,,
1349,'4944','2',HEMORRHOID CRYOTHERAPY,Gastrointestinal,0,,,,
1350,'4945','2',HEMORRHOID LIGATION,Gastrointestinal,0,,,,
1351,'4946','2',HEMORRHOIDECTOMY,Gastrointestinal,0,,,,
1352,'4949','2',HEMORRHOID PROCEDURE NEC,Gastrointestinal,0,,,,
1353,'4951','2',LEFT LAT SPHINCTEROTOMY,Gastrointestinal,0,,,,
1354,'4952','2',POST SPHINCTEROTOMY,Gastrointestinal,0,,,,
1355,'4959','2',ANAL SPHINCTEROTOMY NEC,Gastrointestinal,0,,,,
1356,'496 ','2',EXCISION OF ANUS,Gastrointestinal,0,,,,
1357,'4971','2',SUTURE ANAL LACERATION,Gastrointestinal,0,,,,
1358,'4972','2',ANAL CERCLAGE,Gastrointestinal,0,,,,
1359,'4973','2',CLOSURE OF ANAL FISTULA,Gastrointestinal,0,,,,
1360,'4974','2',GRACILIS MUSC TRANSPLAN,Gastrointestinal,0,,,,
1361,'4975','2',IMPL/REV OF ARTIFICIAL ANAL (Begin 2002),Gastrointestinal,1,1,,,
1362,'4976','2',REMOVAL OF ARTIFICIAL ANAL (Begin 2002),Gastrointestinal,0,,,,
1363,'4979','2',ANAL SPHINCT REPAIR NEC,Gastrointestinal,0,,,,
1364,'4991','2',INCISION OF ANAL SEPTUM,Gastrointestinal,0,,,,
1365,'4992','2',INSERT SUBQ ANAL STIMUL,Gastrointestinal,0,,,,
1366,'4993','2',ANAL INCISION NEC,Gastrointestinal,0,,,,
1367,'4994','2',REDUCTION ANAL PROLAPSE,Gastrointestinal,0,,,,
1368,'4995','2',CONTROL ANAL HEMORRHAGE,Gastrointestinal,0,,,,
1369,'4999','2',ANAL OPERATION NEC,Gastrointestinal,0,,,,
1370,'500 ','2',HEPATOTOMY,Gastrointestinal,0,,,,
1371,'5012','1',OPEN LIVER BIOPSY,Gastrointestinal,0,,,,
1372,'5014','1',LAPAROSCOPIC LIVER BX (Begin 2007),Gastrointestinal,0,,,,
1373,'5019','1',HEPATIC DX PROC NEC,Gastrointestinal,0,,,,
1374,'5021','2',MARSUPIALIZAT LIVER LES,Gastrointestinal,0,,,,
1375,'5022','2',PARTIAL HEPATECTOMY,Gastrointestinal,0,,,,
1376,'5023','2',OPN ABLTN LIVER LES/TISS (Begin 2006),Gastrointestinal,0,,,,
1377,'5024','2',PERC ABLTN LIVER LES/TIS (Begin 2006),Gastrointestinal,0,,,,
1378,'5025','2',LAP ABLTN LIVER LES/TISS (Begin 2006),Gastrointestinal,0,,,,
1379,'5026','2',ABLTN LIVER LES/TISS NEC (Begin 2006),Gastrointestinal,0,,,,
1380,'5029','2',DESTRUC HEPATIC LES NEC,Gastrointestinal,0,,,,
1381,'503 ','2',HEPATIC LOBECTOMY,Gastrointestinal,0,,,,
1382,'504 ','2',TOTAL HEPATECTOMY,Gastrointestinal,0,,,,
1383,'5051','2',AUXILIARY LIVER TRANSPL,Gastrointestinal,0,,,,
1384,'5059','2',LIVER TRANSPLANT NEC,Gastrointestinal,0,,,,
1385,'5061','2',CLOSURE LIVER LACERAT,Gastrointestinal,0,,,,
1386,'5069','2',LIVER REPAIR NEC,Gastrointestinal,0,,,,
1387,'5091','1',PERCUTAN LIVER ASPIRAT,Gastrointestinal,0,,,,
1388,'5101','1',PERCUTAN ASPIRATION GB,Gastrointestinal,0,,,,
1389,'5102','2',TROCAR CHOLECYSTOSTOMY,Gastrointestinal,0,,,,
1390,'5103','2',CHOLECYSTOSTOMY NEC,Gastrointestinal,0,,,,
1391,'5104','2',CHOLECYSTOTOMY NEC,Gastrointestinal,0,,,,
1392,'5113','1',OPEN BIL TRCT BX,Gastrointestinal,0,,,,
1393,'5119','1',BILIARY TR DX PROC NEC,Gastrointestinal,0,,,,
1394,'5121','2',PARTIAL CHOLECYSTECTOMY (Begin 1996),Gastrointestinal,0,,,,
